"site_no" "feature_id" "nws_id" "action_stage" "minor_stage" "moderate_stage" "major_stage" "record_stage" "action_flow" "minor_flow" "moderate_flow" "major_flow" "record_flow" "lat" "lon" "location"
"4264" "03284230" 1827768 "VLVK2" 28 NA NA NA 41.07 "73586.39" NA NA NA 145732.93 37.8404083251953 -84.4541625976562 "KENTUCKY RIVER AT LOCK 9 AT VALLEY VIEW KY"
"4265" "03310300" 3998496 "WHMK2" NA NA NA NA 36.46 NA NA NA NA 29785.7459396503 37.5496444702148 -86.0518951416016 "NOLIN RIVER AT WHITE MILLS KY"
"4266" "03289200" 1825492 "YNTK2" NA NA NA NA 11.79 NA NA NA NA 12390.51 38.1119079589844 -84.5966644287109 "TOWN BRANCH AT YARNALLTON ROAD AT YARNALLTON KY"
"4267" "03298300" 10264216 "ZTNK2" NA NA NA NA 10.94 NA NA NA NA 5119.44123482053 38.0810203552246 -85.6443328857422 "PENNSLYVANIA RUN AT MT WASHINGTON RD NR LOUISVILLE"
"4268" "07368000" 19350501 "BRGL1" 14 NA NA NA 31.7 "1067.05" NA NA NA 10647.361649441 32.4711952209473 -91.8090286254883 "BOEUF RIVER NEAR GIRARD LA"
"4269" "07369000" 19350633 "CLGL1" NA NA NA NA 30.34 NA NA NA NA NA 32.4943923950195 -91.9253463745117 "BAYOU LAFOURCHE NEAR CREW LAKE LA"
"4270" "01105500" 5867561 "CANM3" NA NA NA NA 8.18 NA NA NA NA 2177.43881289008 42.1545143127441 -71.1495742797852 "EAST BRANCH NEPONSET RIVER AT CANTON MA"
"4271" "011055566" 5866519 "MLTM3" NA NA NA NA 36.93 NA NA NA NA 98609.2637075506 42.2707328796387 -71.0686340332031 "NEPONSET RIVER AT MILTON VILLAGE MA"
"4272" "01486000" 8401391 "MNBM2" NA NA NA NA 6.34 NA NA NA NA 317.25 38.2153739929199 -75.6664810180664 "MANOKIN BRANCH NEAR PRINCESS ANNE MD"
"4273" "01485500" 8401785 "NSWM2" 3.5 NA NA NA NA "128.3" NA NA NA NA 38.2292022705078 -75.47119140625 "NASSAWANGO CREEK NEAR SNOW HILL MD"
"4274" "01485000" 8401303 "WLRM2" NA NA NA NA 15.41 NA NA NA NA 2806.15 38.3943977355957 -75.319465637207 "POCOMOKE RIVER NEAR WILLARDS MD"
"4275" "01585225" 11689172 "BMTM2" 9 10 NA NA 7.64 "513.534248923823" "1042.46881228595" NA NA 178.78 39.3171348571777 -76.5350952148438 "MOORES RUN TRIB. NEAR TODD AVE AT BALTIMORE MD"
"4276" "01644390" 4505876 "BTMM2" 5 7 10 15 7.92 "565.66" "1418.27" "6949.94176855696" "122800.79916922" 2331.28 39.2078018188477 -77.3079681396484 "TEN MILE CREEK NEAR BOYDS MD"
"4277" "01589197" 11688596 "DELM2" 8 9.5 11 13 8.67 "1586.61" "2164.63217960331" "2682.47338710278" "3425.16089260099" 1858.2 39.4587440490723 -76.8026580810547 "GWYNNS FALLS NEAR DELIGHT MD"
"4278" "01583800" 11688792 "LUTM2" 7 8.5 11 13 NA "1247.33" "3214.70403730018" "12966.0136044991" "32006.0921189593" NA 39.4211082458496 -76.6072463989258 "LONG QUARTER BRANCH AT LUTHERVILLE MD"
"4279" "03076600" 3808829 "BRCM2" NA NA NA NA 9.6 NA NA NA NA 4551.75 39.6596374511719 -79.395881652832 "BEAR CREEK AT FRIENDSVILLE MD"
"4280" "03076500" 3808497 "FRDM2" NA NA NA NA 14.2 NA NA NA NA 75383.4634300133 39.6491966247559 -79.4057464599609 "YOUGHIOGHENY RIVER AT FRIENDSVILLE MD"
"4281" "03078000" 3808365 "GNTM2" NA NA NA NA 10.7 NA NA NA NA 8400 39.6970748901367 -79.1438446044922 "CASSELMAN RIVER AT GRANTSVILLE MD"
"4282" "03075500" 3809533 "OAKM2" NA NA NA NA 15.3 NA NA NA NA 29926.5951047274 39.427619934082 -79.4143524169922 "YOUGHIOGHENY RIVER NEAR OAKLAND MD"
"4283" "01597500" 14364042 "SRVM2" 9 NA NA NA NA "8668.34" NA NA NA NA 39.5015144348145 -79.1215362548828 "SAVAGE RIV BL SAVAGE RIV DAM NEAR BLOOMINGTON MD"
"4284" "01064118" 6724855 "WBKM1" 13 15 23 27 34.1 "3277.79" "3881.65" "6604.65835588795" "8095.47186303707" 10887.8351393714 43.7284049987793 -70.2988052368164 "PRESUMPSCOT RIVER AT WESTBROOK MAINE"
"4285" "04159900" 13194046 "AVOM4" 6 NA NA NA 9.33 "1261.21" NA NA NA 6124.35466735701 43.0571937561035 -82.7415466308594 "MILL CREEK NEAR AVOCA MI"
"4286" "04146063" 13016443 "COLM4" NA NA NA NA 9.61 NA NA NA NA 2848.79 43.1553268432617 -83.3506164550781 "SOUTH BRANCH FLINT RIVER NEAR COLUMBIAVILLEMI"
"4287" "04159492" 13193844 "FGOM4" 8 NA NA NA 16.9 "2785.54" NA NA NA 14917.6333345513 43.1368675231934 -82.6152420043945 "BLACK RIVER NEAR JEDDO MI"
"4288" "04176500" 13229606 "GPEM4" NA NA NA NA 11.16 NA NA NA NA 20955.72 41.9603805541992 -83.5315704345703 "RIVER RAISIN NEAR MONROE MI"
"4289" "04170000" 13173571 "MFHM4" NA NA NA NA 8.26 NA NA NA NA 919.311111583396 42.577953338623 -83.6266555786133 "HURON RIVER AT MILFORD MI"
"4290" "04147500" 13016457 "OTSM4" NA NA NA NA 15.73 NA NA NA NA 7470.04 43.1110877990723 -83.5140075683594 "FLINT RIVER NEAR OTISVILLE MI"
"4291" "04097540" 12260134 "NOTM4" NA NA NA NA 6.3 NA NA NA NA 688.84 41.8980903625488 -85.4229202270508 "PRAIRIE RIVER NEAR NOTTAWA MI"
"4292" "04036000" 11947259 "BGLM4" 5.5 8 NA NA 6.06 "1290.5" "3504.95586339935" NA NA 1697 46.5871467590332 -89.5498580932617 "WEST BRANCH ONTONAGON RIVER NEAR BERGLAND MI"
"4293" "04058100" 11959788 "PRNM4" NA NA NA NA 11.84 NA NA NA NA 5683.58321628028 46.3187713623047 -87.5060958862305 "MIDDLE BRANCH ESCANABA RIVER NR PRINCETON MI"
"4294" "05129115" 7140308 "CLKM5" NA NA NA NA 15.2 NA NA NA NA 4700.12 48.2645111083984 -92.5656967163086 "VERMILION RIVER NR CRANE LAKE MN"
"4295" "04010500" 4792494 "GDPM5" NA NA NA NA 12.37 NA NA NA NA 9467.83040400203 48.017822265625 -89.6110382080078 "PIGEON RIVER AT MIDDLE FALLS NR GRAND PORTAGE MN"
"4296" "05211000" 4836784 "GNDM5" NA NA NA NA 15.2 NA NA NA NA 9971.3379513597 47.2318725585938 -93.5383987426758 "MISSISSIPPI RIVER AT GRAND RAPIDS MN"
"4297" "05124480" 7111683 "KAWM5" NA NA NA NA 6.07 NA NA NA NA 2148.41 47.9218292236328 -91.5464630126953 "KAWISHIWI RIVER NEAR ELY MN"
"4298" "05131500" 7171122 "LFKM5" NA NA NA NA 37 NA NA NA NA 59862.7143147868 48.3969955444336 -93.5435943603516 "LITTLE FORK RIVER AT LITTLEFORK MN"
"4299" "05133500" 7164038 "MNUM5" NA NA NA NA 22.01 NA NA NA NA 76063.55 48.6335105895996 -93.9054870605469 "RAINY RIVER AT MANITOU RAPIDS MN"
"4300" "05247500" 4947387 "PLGM5" NA NA NA NA 12.11 NA NA NA NA 17102.27 46.2955169677734 -94.3509063720703 "CROW WING RIVER NEAR PILLAGER MN"
"4301" "05244000" 4943103 "NIMM5" NA NA NA NA 7.64 NA NA NA NA 4127.52694462435 46.6367568969727 -94.8791427612305 "CROW WING RIVER AT NIMROD MN"
"4302" "05243725" 4945987 "PRKM5" NA NA NA NA 37.52 NA NA NA NA 26254.3395283094 46.8895225524902 -95.1664657592773 "STRAIGHT RIVER NEAR PARK RAPIDS MN"
"4303" "05294000" 4104611 "APPM5" NA NA NA NA 16.2 NA NA NA NA 9115.9209223325 45.2046852111816 -96.0252075195312 "POMME DE TERRE RIVER AT APPLETON MN"
"4304" "05275000" 2723039 "ERVM5" NA NA NA NA 10.86 NA NA NA NA 7403.88 45.3359756469727 -93.6770401000977 "ELK RIVER NEAR BIG LAKE MN"
"4305" "05319500" 2423631 "GRDM5" NA NA NA NA 24.11 NA NA NA NA 27333.8334509157 44.0317115783691 -94.2048950195312 "WATONWAN RIVER NEAR GARDEN CITY MN"
"4306" "05313500" 4123050 "GRNM5" NA NA NA NA 14.9 NA NA NA NA 5297.28 44.7236862182617 -95.5287704467773 "YELLOW MEDICINE RIVER NEAR GRANITE FALLS MN"
"4307" "05300000" 4113256 "LQPM5" NA NA NA NA 20.1 NA NA NA NA 8492.79 44.9922065734863 -95.9049072265625 "LAC QUI PARLE RIVER NEAR LAC QUI PARLE MN"
"4308" "05289800" 1103864 "MHAM5" NA NA NA NA 17.64 NA NA NA NA 958.8 44.9165382385254 -93.2165985107422 "MINNEHAHA CREEK AT HIAWATHA AVE. IN MINNEAPOLISMN"
"4309" "05304500" 4416564 "MLNM5" NA NA NA NA 18.03 NA NA NA NA 16353.5842471409 45.1130256652832 -95.8005218505859 "CHIPPEWA RIVER NEAR MILAN MN"
"4310" "05316580" 4140818 "MTNM5" NA NA NA NA 32.9 NA NA NA NA 75956.5566849686 44.5453262329102 -94.9940567016602 "MINNESOTA RIVER AT MORTON MN"
"4311" "05320000" 2747410 "RAPM5" NA NA NA NA 21.36 NA NA NA NA 43168.76 44.0896263122559 -94.1137390136719 "BLUE EARTH RIVER NEAR RAPIDAN MN"
"4312" "05320500" 10596370 "RPDM5" NA NA NA NA 22.72 NA NA NA NA 35132.0857925139 44.1074180603027 -94.0399017333984 "LE SUEUR RIVER NEAR RAPIDAN MN"
"4313" "05286000" 2367166 "STFM5" NA NA NA NA 11.63 NA NA NA NA 10999.9032206074 45.3313636779785 -93.3628158569336 "RUM RIVER NEAR ST. FRANCIS MN"
"4314" "05355200" 2028753 "WLCM5" NA NA NA NA 15.05 NA NA NA NA 23184.84 44.562427520752 -92.7237091064453 "CANNON RIVER AT WELCH MN"
"4315" "07010350" 5059289 "CSNM7" 5.5 NA NA NA NA "867.54" NA NA NA NA 37.8281936645508 -91.4365386962891 "MERAMEC RIVER AT COOK STATION MO"
"4316" "07017200" 4638489 "IRNM7" NA NA NA NA 28.95 NA NA NA NA 45592.62 37.8273391723633 -90.7031021118164 "BIG RIVER AT IRONDALE MO"
"4317" "07189100" 7600551 "BCCM7" 11 NA NA NA 11.12 "6385.26" NA NA NA 6546.96 36.6688995361328 -94.6047973632812 "BUFFALO CREEK AT TIFF CITY MO"
"4318" "07054080" 7622144 "BRBM7" 10 NA NA NA 19.03 "5752.96" NA NA NA 33153.4 36.7751960754395 -92.9135437011719 "BEAVER CREEK AT BRADLEYVILLE MO"
"4319" "07052345" 7608695 "FINM7" 11 NA NA NA NA "8118.17" NA NA NA NA 36.9755058288574 -93.3213882446289 "FINLEY CREEK BELOW RIVERDALE MO"
"4320" "07188885" 7600671 "INCM7" 10 NA NA NA 10.8 "8657.51" NA NA NA 9964.14 36.5930786132812 -94.450325012207 "INDIAN CREEK NEAR LANAGAN MO"
"4321" "07052250" 7607905 "JAMM7" 8 NA NA NA 23.55 "4858.82" NA NA NA 41857.4 37.0062866210938 -93.3665924072266 "JAMES RIVER NEAR BOAZ MO"
"4322" "06926000" 5987533 "LKBM7" 22 NA NA NA 48.8 "55836.35" NA NA NA 214050.39 38.191822052002 -92.6101379394531 "OSAGE RIVER NEAR BAGNELL MO"
"4323" "06932000" 7446307 "NEWM7" 12 NA NA NA NA "9892.31" NA NA NA NA 37.9098930358887 -91.9007110595703 "LITTLE PINEY CREEK AT NEWBURG MO"
"4324" "07185910" 7590133 "NFSM7" 11 NA NA NA NA "2917.76" NA NA NA NA 37.2641525268555 -94.4423751831055 "NORTH FORK SPRING RIVER NEAR PURCELL MO"
"4325" "06923940" 7398351 "NMCM7" 7 NA NA NA NA "2032.57" NA NA NA NA 37.8664741516113 -92.8871536254883 "NIANGUA RIVER AB LAKE NIANGUA NR MACKS CREEK MO"
"4326" "07050690" 7607143 "PEAM7" NA NA NA NA 7.53 NA NA NA NA 1528.84 37.1798095703125 -93.1983413696289 "PEARSON CREEK NEAR SPRINGFIELD MO"
"4327" "06921350" 7388803 "PTZM7" NA NA NA NA 12.15 NA NA NA NA 9934.29639174067 37.9052391052246 -93.3254165649414 "POMME DE TERRE RIVER NEAR HERMITAGE MO"
"4328" "06928300" 7411738 "RBUM7" 9 NA NA NA NA "3488.91" NA NA NA NA 37.5968208312988 -92.2323379516602 "ROUBIDOUX CREEK ABOVE FORT LEONARD WOOD MO"
"4329" "06923950" 7398311 "TUDM7" NA NA NA NA 17.06 NA NA NA NA 27534.41 37.936450958252 -92.8504943847656 "NIANGUA RIVER AT TUNNEL DAM NEAR MACKS CREEK MO"
"4330" "07291000" 19115892 "EDDM6" NA NA NA NA 21.06 NA NA NA NA 36236.11 31.505744934082 -90.7785949707031 "HOMOCHITTO RIVER AT EDDICETON MS"
"4331" "07285500" 18016786 "GRYM6" NA NA NA NA 30.78 NA NA NA NA 50340.3812949021 33.7904396057129 -89.8045654296875 "YALOBUSHA RIVER AT GRENADA MS"
"4332" "07281600" 17991438 "MOGM6" NA NA NA NA 36.9 NA NA NA NA 24717.93 33.6332855224609 -90.2334823608398 "TALLAHATCHIE RIVER AT MONEY MS"
"4333" "02476600" 18195359 "OARM6" NA NA NA NA 22.65 NA NA NA NA 23165 32.2522659301758 -88.7593841552734 "OKATIBBEE CREEK AT ARUNDEL MS"
"4334" "02473460" 18130568 "WALM6" NA NA NA NA 23.18 NA NA NA NA 14115.79 31.960657119751 -89.113166809082 "TALLAHALA CREEK AT WALDRUP MS"
"4335" "07290650" 19138473 "WBPM6" NA NA NA NA 29.36 NA NA NA NA 82447.6 32.01416015625 -90.8794937133789 "BAYOU PIERRE NR WILLOWS MS"
"4336" "06307830" 12753749 "ASLM8" NA NA NA NA 11.49 NA NA NA NA 4730.99902241106 45.8460006713867 -106.22029876709 "TONGUE R BL BRANDENBERG BRIDGE NR ASHLAND MT"
"4337" "06211500" 4263450 "BOYM8" NA NA NA NA 8.6 NA NA NA NA 2162.07 45.4141616821289 -109.235824584961 "WILLOW CREEK NEAR BOYD MT"
"4338" "06307600" 5334729 "HWCM8" NA NA NA NA 11.56 NA NA NA NA 8673.33701671301 45.3025665283203 -106.503211975098 "HANGING WOMAN CREEK NEAR BIRNEY MT"
"4339" "06289000" 12771343 "LBSM8" NA NA NA NA 4.87 NA NA NA NA 1858.33 45.0082664489746 -107.614860534668 "LITTLE BIGHORN RIVER AT STATE LINE NR WYOLA MT"
"4340" "06307740" 12754833 "OCAM8" NA NA NA NA 9.08 NA NA NA NA 2799.59510688441 45.5857849121094 -106.255081176758 "OTTER CREEK AT ASHLAND MT"
"4341" "06295113" 13238607 "RCRM8" NA NA NA NA 10.71 NA NA NA NA 1720.09 45.3571510314941 -106.989532470703 "ROSEBUD C AT RESERVATION BNDRY NR KIRBY MT"
"4342" "06209500" 4264796 "ROKM8" NA NA NA NA 7.78 NA NA NA NA 2092.9 45.0856132507324 -109.331886291504 "ROCK CREEK NEAR RED LODGE MT"
"4343" "06287000" 12781155 "STXM8" NA NA NA NA 65.6 NA NA NA NA 15746.49 45.3207893371582 -107.904357910156 "BIGHORN RIVER NEAR ST. XAVIER MT"
"4344" "06204050" 7186866 "WRDM8" NA NA NA NA 4.71 NA NA NA NA 1415.20958130904 45.2384300231934 -109.738716125488 "WEST ROSEBUD CREEK NEAR ROSCOE MT"
"4345" "06204070" 7186434 "WREM8" NA NA NA NA 3.91 NA NA NA NA 1437.32 45.2535095214844 -109.702896118164 "W ROSEBUD CR AT EMERALD LK CAMPGROUND NR ROSCOE"
"4346" "06169500" 12289022 "ORHM8" NA NA NA NA 13.4 NA NA NA NA 6034.18 48.9696426391602 -106.839973449707 "ROCK CREEK BL HORSE CREEK NR INT'L BOUNDARY"
"4347" "06191000" 2965566 "GDRM8" 5.5 NA NA NA 5.09 "2540.09694443981" NA NA NA 1988.69 44.9794273376465 -110.684867858887 "GARDNER RIVER NEAR MAMMOTH YNP"
"4348" "06024540" 4224658 "BHDM8" NA NA NA NA 6.68 NA NA NA NA 6360.37 45.8126449584961 -113.303215026855 "BIG HOLE RIVER BL MUDD CR NR WISDOM MT"
"4349" "06033000" 4331165 "BLDM8" NA NA NA NA 12.3 NA NA NA NA 6899.52 46.2050323486328 -112.087760925293 "BOULDER RIVER NEAR BOULDER MT"
"4350" "06099000" 12657047 "CBKM8" NA NA NA NA 13.93 NA NA NA NA 17609.77 48.6111068725586 -112.340370178223 "CUT BANK CREEK AT CUT BANK MT"
"4351" "06041000" 3054074 "MADM8" NA NA NA NA 8.01 NA NA NA NA 8427.10431261294 45.4836311340332 -111.631187438965 "MADISON RIVER BL ENNIS LAKE NR MCALLISTER MT"
"4352" "05014500" 9305892 "MGGM8" NA NA NA NA 10 NA NA NA NA 6699.99999999999 48.7990684509277 -113.655624389648 "SWIFTCURRENT CREEK AT MANY GLACIER MT"
"4353" "06101500" 12644047 "MRCM8" 9 NA NA NA 10.63 "7431" NA NA NA 10486.8495371369 48.2884979248047 -111.058609008789 "MARIAS RIVER NEAR CHESTER MT"
"4354" "06027600" 4315464 "PBRM8" NA NA NA NA 12.6 NA NA NA NA 58824.4181825735 45.7481803894043 -112.189193725586 "JEFFERSON RIVER AT PARSONS BDG NR SILVER STAR MT"
"4355" "06061500" 3024246 "PKPM8" NA NA NA NA 8.82 NA NA NA NA 2528.62537482606 46.5203628540039 -111.946571350098 "PRICKLY PEAR CREEK NEAR CLANCY MT"
"4356" "02053500" 10462511 "AHSN7" NA NA NA NA 17.32 NA NA NA NA 8847.93 36.2820167541504 -77.0024032592773 "AHOSKIE CREEK AT AHOSKIE NC"
"4357" "02053200" 8746117 "POTN7" NA NA NA NA 28.9 NA NA NA NA 17014.09 36.3728179931641 -77.023193359375 "POTECASI CREEK NEAR UNION NC"
"4358" "0212467595" 9202911 "INDN7" 5.5 7.5 15 28 10.24 "906.19" "1548.61" "11386.051912963" "141661.783768357" 3314.68 35.1265029907227 -80.6044998168945 "GOOSE CREEK AT SR1525 NR INDIAN TRAIL NC"
"4359" "02105769" 8834930 "CPFN7" 22 24 26 28 29.8 "27101.42" "42160.16" "53959.52" "63646.97" 72378.64 34.4093818664551 -78.3094940185547 "CAPE FEAR R AT LOCK "
"4360" "02109500" 9064270 "FREN7" NA NA NA NA 19.3 NA NA NA NA 24023.54 34.086109161377 -78.55810546875 "WACCAMAW RIVER AT FREELAND NC"
"4361" "02133624" 9130612 "MAXN7" NA NA NA NA 13.52 NA NA NA NA 3468.56 34.7783317565918 -79.3343276977539 "LUMBER RIVER NEAR MAXTON NC"
"4362" "0208925200" 11236489 "BCKN7" 10 12 NA 16 NA NA NA NA NA NA 35.2693557739258 -77.7909774780273 "BEAR CREEK AT MAYS STORE NC"
"4363" "02114450" 9246384 "DALN7" 6 NA NA NA 20.29 "2009.21" NA NA NA 9486.0378391511 36.3019104003906 -80.4159545898438 "LITTLE YADKIN RIVER AT DALTON NC"
"4364" "02069000" 8679473 "PNHN7" 16 NA NA NA NA "8522.46" NA NA NA NA 36.3145866394043 -80.0600051879883 "DAN RIVER AT PINE HALL NC"
"4365" "02111500" 9250814 "REDN7" 6 NA NA NA 22.02 "2113.85" NA NA NA 27024.7689177761 36.1823425292969 -81.1668853759766 "REDDIES RIVER AT NORTH WILKESBORO NC"
"4366" "05059000" 14827685 "KNDN8" 14 16 19 20.5 22.33 "2556.22" "3071.32" "3900" "4941.37" 7283.5530665949 46.6095542907715 -97.0190963745117 "SHEYENNE RIVER NEAR KINDRED ND"
"4367" "01410000" 9454525 "HRRN4" 4.5 NA NA NA 9.54 NA NA NA NA NA 39.6617736816406 -74.524299621582 "OSWEGO RIVER AT HARRISVILLE NJ"
"4368" "01408900" 9453855 "LANN4" NA NA NA NA 5.55 NA NA NA NA 76.01 39.8719749450684 -74.1797103881836 "CEDAR CREEK AT WESTERN BLVD NEAR LANOKA HARBOR NJ"
"4369" "01399670" 9513068 "WHTN4" 6 NA NA NA 15.89 "735.08" NA NA NA 15240.71339135 40.6216697692871 -74.7689971923828 "SOUTH B ROCKAWAY CREEK AT WHITEHOUSE STATION NJ"
"4370" "08361000" 3222059 "EDBN5" NA NA NA NA 7.28 NA NA NA NA 1418.41 33.1475143432617 -107.207527160645 "RIO GRANDE BELOW ELEPHANT BUTTE DAM NM"
"4371" "09430600" 2430436 "MCCN5" NA NA NA NA 13.7 NA NA NA NA 17384.4301274251 33.1685905456543 -108.650650024414 "MOGOLLON CREEK NEAR CLIFF NM"
"4372" "08404000" 22457393 "PBAN5" NA NA NA NA 26.4 NA NA NA NA 1043755.80430013 32.469108581543 -104.264587402344 "PECOS RIVER BELOW AVALON DAM NM"
"4373" "08407000" 22460369 "PPCN5" NA NA NA NA 31.6 NA NA NA NA 145440.566279378 32.1900634765625 -103.985237121582 "PECOS RIVER AT PIERCE CANYON CROSSING NM"
"4374" "08401500" 22455531 "PSBN5" NA NA NA NA 13.09 NA NA NA NA 4026.78459255643 32.543628692627 -104.368377685547 "PECOS RIVER BELOW BRANTLEY DAM NEAR CARLSBAD NM"
"4375" "10336730" 8942501 "GBKN2" 4.5 NA NA NA NA "62.18" NA NA NA NA 39.0875930786133 -119.915367126465 "GLENBROOK CK AT GLENBROOK NV"
"4376" "10336700" 8942879 "INCN2" 3 3.5 3.8 4 3.87 "57.87" "90.02" "112.13" "128" 117.58 39.258129119873 -119.923500061035 "INCLINE CK NR CRYSTAL BAY NV"
"4377" "09419507" 20624546 "MLON2" NA NA NA NA 11.09 NA NA NA NA 15500 36.5790023803711 -114.462005615234 "MUDDY RV AT LEWIS AVENUE AT OVERTON NV"
"4378" "09418500" 20598652 "MVYN2" NA NA NA NA 23.36 NA NA NA NA 783778.781875541 37.5582427978516 -114.560241699219 "MEADOW VALLEY WASH NR CALIENTE NV"
"4379" "09419665" 22069888 "SCCN2" NA NA NA NA 13.79 NA NA NA NA 2892.19 36.1591873168945 -115.043251037598 "SLOAN CHANNEL AT CHARLESTON BLVD NR LAS VEGAS NV"
"4380" "04258000" 15514760 "CGHN6" 5 NA NA NA NA "2382.99" NA NA NA NA 43.8955497741699 -75.4046783447266 "BEAVER RIVER AT CROGHAN NY"
"4381" "01350180" 3247438 "NBLN6" NA NA NA NA 22 NA NA NA NA 119012.44 42.4612808227539 -74.4597778320312 "SCHOHARIE CREEK AT NORTH BLENHEIM NY"
"4382" "04240010" 21991043 "ONCN6" 5 NA NA NA NA "810" NA NA NA NA 43.0372886657715 -76.155029296875 "ONONDAGA CREEK AT SPENCER STREET SYRACUSE NY"
"4383" "04275500" 9528411 "AUSN6" 7 NA NA NA 13.83 "8945.01" NA NA NA 36685.68 44.4532012939453 -73.6370468139648 "AUSABLE RIVER NEAR AU SABLE FORKS NY"
"4384" "04271815" 9521395 "CHZN6" NA NA NA NA 10.4 NA NA NA NA 2197.98 44.8985710144043 -73.4200592041016 "LITTLE CHAZY RIVER NEAR CHAZY NY"
"4385" "04262500" 15491848 "HVLN6" NA NA NA NA 10.64 NA NA NA NA 8714.27 44.1800346374512 -75.3219451904297 "WEST BRANCH OSWEGATCHIE RIVER NEAR HARRISVILLE NY"
"4386" "04273800" 9527387 "LPHN6" NA NA NA NA 13.78 NA NA NA NA 7206.86 44.5927581787109 -73.4688262939453 "LITTLE AUSABLE RIVER NEAR VALCOUR NY"
"4387" "04268800" 15456660 "PARN6" NA NA NA NA 7.51 NA NA NA NA 6352.77 44.5947914123535 -74.7359313964844 "WEST BRANCH ST. REGIS RIVER NEAR PARISHVILLE NY"
"4388" "04268000" 15465127 "RYVN6" NA NA NA NA 9.24 NA NA NA NA 15340.76 44.840991973877 -74.9798812866211 "RAQUETTE RIVER AT RAYMONDVILLE NY"
"4389" "04276500" 9528597 "WLBN6" NA NA NA NA 12.13 NA NA NA NA 15400.97 44.3507308959961 -73.4081420898438 "BOUQUET RIVER AT WILLSBORO NY"
"4390" "04232050" 21633883 "ALLN6" 5 NA NA NA NA "1188.63" NA NA NA NA 43.1313285827637 -77.5167083740234 "ALLEN CREEK NEAR ROCHESTER NY"
"4391" "0423205010" 21633937 "IRON6" 8 NA NA NA NA "783.41" NA NA NA NA 43.1461982727051 -77.5104827880859 "IRONDEQUOIT CR ABOVE BLOSSOM RD NEAR ROCHESTER NY"
"4392" "04250200" 21624117 "PNVN6" 10 NA NA NA NA "5677.33" NA NA NA NA 43.5305023193359 -76.0352935791016 "SALMON RIVER AT PINEVILLE NY"
"4393" "04250750" 21623171 "SANN6" 9 NA NA NA NA "4900.79" NA NA NA NA 43.8031539916992 -76.0820922851562 "SANDY CREEK NEAR ADAMS NY"
"4394" "04213000" 9841738 "CCKO1" 9 NA NA NA NA "7284.24" NA NA NA NA 41.9267654418945 -80.6056594848633 "CONNEAUT CREEK AT CONNEAUT OH"
"4395" "03118000" 19388196 "CTNO1" 6 NA NA NA NA "780" NA NA NA NA 40.825138092041 -81.3515625 "MIDDLE BRANCH NIMISHILLEN CREEK AT CANTON OH"
"4396" "04196800" 15613832 "CWFO1" 8 NA NA NA NA "4037.81" NA NA NA NA 40.923698425293 -83.3478546142578 "TYMOCHTEE CREEK AT CRAWFORD OH"
"4397" "04188337" 15645168 "MBLO1" 13 NA NA NA NA "3258.91" NA NA NA NA 40.9465446472168 -83.5440139770508 "BLANCHARD RIVER BELOW MT. BLANCHARD OH"
"4398" "03228500" 5213261 "CSCO1" 10 NA NA NA NA "3673.63" NA NA NA NA 40.1024932861328 -82.8830490112305 "BIG WALNUT CREEK AT CENTRAL COLLEGE OH"
"4399" "03121850" 19389922 "MRLO1" NA NA NA NA 4.35 NA NA NA NA NA 40.5914459228516 -81.365478515625 "HUFF RUN AT MINERAL CITY OH"
"4400" "03110000" 3820543 "YELO1" NA NA NA NA 12.17 NA NA NA NA 9077.84 40.5315475463867 -80.7101364135742 "YELLOW CREEK NEAR HAMMONDSVILLE OH"
"4401" "07245000" 512987 "WHTO2" NA NA NA NA 25.5 NA NA NA NA 247214.11 35.2635612487793 -95.237907409668 "CANADIAN RIVER NEAR WHITEFIELD OK"
"4402" "14308990" 23901309 "COGO3" NA NA NA NA 8.48 NA NA NA NA 3314.04 42.8227119445801 -123.127883911133 "COW CREEK ABV GALESVILLE RES NR AZALEA OR."
"4403" "14309500" 23901147 "GLNO3" NA NA NA NA 18.59 NA NA NA NA 14858.03 42.8016052246094 -123.616157531738 "WEST FORK COW CREEK NEAR GLENDALE OR"
"4404" "14337500" 23923284 "MLBO3" NA NA NA NA 18.6 NA NA NA NA 16824.29 42.6435508728027 -122.686302185059 "BIG BUTTE CREEK NEAR MCLEOD OR"
"4405" "14159200" 23773035 "SFCO3" NA NA NA NA 20.06 NA NA NA NA 19583.85 44.0475692749023 -122.21809387207 "SO FK MCKENZIE RIVER ABV COUGAR LAKE NR RAINBOW OR"
"4406" "01429000" 2739772 "PRMP1" 1205 NA NA NA NA "7497720297.02015" NA NA NA NA 41.5855140686035 -75.3267211914062 "WEST BRANCH LACKAWAXEN RIVER AT PROMPTON PA"
"4407" "01546500" 8140160 "AXEP1" NA NA NA NA 8.6 NA NA NA NA 8500.00000000001 40.8992652893066 -77.7976226806641 "SPRING CREEK NEAR AXEMANN PA"
"4408" "01559790" 4689741 "BEDP1" NA NA NA NA 16.97 NA NA NA NA NA 40.0447692871094 -78.5383682250977 "RAYSTOWN BRANCH JUNIATA RIVER AT WOLFSBURG PA"
"4409" "01557500" 4683152 "BLDP1" NA NA NA NA 6.66 NA NA NA NA 4999.57862701911 40.6831665039062 -78.2366027832031 "BALD EAGLE CREEK AT TYRONE PA"
